yearly_compensation
10
1
13
10
21
0
8
0
7
0
9
0
13
1
15
21
18
1
5
4
16
3
23
0
22
0
5
16
23
7
19
2
10
21
0
0
8
12
4
16
10
23
3
13
1
16
2
22
12
20
10
17
20
22
3
19
10
7
5
0
0
19
2
20
19
12
13
17
0
13
0
20
3
13
19
6
10
6
13
0
10
5
6
3
21
0
1
15
2
12
6
8
0
22
20
3
21
9
13
13
3
2
18
16
2
21
22
21
0
2
7
0
2
1
0
4
16
17
16
17
3
16
18
17
3
5
19
19
0
16
7
12
4
3
5
8
13
3
22
0
1
11
8
13
0
0
10
9
7
22
6
17
17
10
13
17
21
22
9
15
2
3
20
10
17
8
10
23
0
17
17
20
13
2
0
0
0
13
3
5
21
5
3
6
3
18
19
3
22
13
3
22
0
0
3
8
16
0
3
18
18
3
4
4
2
0
21
7
16
23
1
0
20
1
17
4
1
13
1
17
8
23
0
0
5
5
13
12
0
9
0
23
23
3
0
16
12
8
2
8
7
3
7
21
16
22
21
2
10
23
23
2
16
3
5
0
10
2
18
21
9
18
10
18
23
19
22
17
8
10
2
18
5
1
23
6
19
14
12
18
18
2
22
16
2
3
22
6
2
2
17
18
16
3
0
13
8
13
16
3
2
8
18
9
13
17
1
13
0
21
2
6
20
22
19
19
1
6
0
22
23
3
18
16
20
3
19
23
8
16
16
23
11
23
7
1
4
2
1
16
13
0
0
17
23
18
0
1
6
19
8
21
7
0
10
5
9
21
12
11
18
5
6
2
6
17
7
16
2
4
8
9
12
13
7
5
19
13
1
21
0
5
13
20
17
17
7
17
20
16
19
19
21
4
6
21
1
0
13
3
10
0
6
5
7
15
5
22
5
10
14
8
13
8
1
0
5
6
17
3
2
21
3
19
1
1
4
16
21
6
9
16
3
19
10
15
16
8
17
8
13
16
2
2
13
5
23
2
0
15
19
20
19
8
0
8
8
22
7
16
3
19
2
8
0
4
8
16
21
13
9
2
10
13
4
0
0
13
10
1
18
16
20
17
22
0
23
16
8
23
19
8
16
8
0
2
8
8
5
8
17
0
3
19
8
15
21
18
21
21
16
0
0
18
23
0
19
7
2
16
17
1
21
4
0
13
8
3
13
16
3
10
1
21
11
10
14
17
0
4
18
2
3
3
4
16
20
5
7
18
3
8
23
2
1
16
19
6
20
2
0
20
16
19
2
1
8
8
4
7
10
19
8
0
11
23
4
7
16
16
4
1
0
0
5
3
18
3
4
12
0
15
18
12
17
0
4
13
8
16
21
16
0
18
13
17
0
6
5
8
21
8
5
21
16
8
20
18
7
2
15
19
13
7
0
10
2
3
17
7
8
18
24
5
7
0
5
2
0
2
18
17
7
18
0
8
4
0
20
0
20
24
6
15
7
2
9
17
10
1
19
4
16
10
6
17
22
21
2
1
12
7
12
3
3
0
4
13
7
17
17
6
2
1
0
23
18
3
2
7
21
10
18
0
18
5
9
18
2
4
6
13
19
19
10
5
0
2
1
8
0
1
12
19
4
19
19
9
9
5
21
9
6
17
0
21
15
2
22
17
18
5
12
10
3
14
15
12
19
2
18
17
0
8
20
6
22
16
23
3
3
12
23
16
0
16
8
21
10
0
0
18
0
17
1
13
12
4
5
6
2
19
0
4
5
0
0
12
4
5
0
0
10
1
18
3
20
3
20
2
3
22
10
18
19
21
6
14
20
13
3
21
19
16
3
13
18
0
13
21
8
23
1
23
0
7
23
19
3
0
2
2
15
4
10
23
12
3
18
4
16
0
3
19
5
13
18
21
0
4
22
10
0
1
13
10
4
2
17
5
21
7
13
17
20
2
13
5
0
8
3
22
0
20
0
18
1
13
13
12
17
0
1
16
12
17
2
18
7
20
13
13
3
1
13
17
2
11
4
23
16
13
5
16
7
16
17
0
8
0
0
8
0
17
14
4
4
0
2
0
6
5
15
18
5
3
0
5
16
0
12
7
0
10
2
4
19
16
23
10
17
22
23
2
3
18
10
23
13
17
4
8
21
13
0
5
5
7
0
18
15
15
23
13
20
2
2
1
13
2
0
20
15
0
0
15
5
16
24
6
0
2
13
22
13
5
4
0
21
19
5
22
3
17
3
4
18
4
4
18
12
16
2
0
15
15
20
22
17
12
21
3
16
23
9
8
21
19
1
1
8
13
22
10
21
2
8
1
20
18
23
13
22
3
2
17
16
0
0
18
3
8
3
15
5
18
1
23
16
7
18
3
5
2
4
4
18
16
20
21
23
18
16
16
12
2
0
15
17
0
18
16
18
0
10
9
9
21
0
0
20
1
0
3
2
17
0
12
17
20
1
16
15
17
3
0
24
5
18
19
21
1
17
5
18
5
0
8
23
3
6
5
8
0
21
23
10
23
22
12
20
0
13
0
4
17
3
19
0
3
5
5
13
0
0
23
18
16
17
17
5
17
8
13
22
5
5
17
16
13
10
23
19
10
20
16
17
13
2
19
16
18
21
3
16
2
16
0
16
5
17
21
13
5
20
18
3
3
13
9
13
18
1
17
8
22
20
21
7
0
9
18
15
3
3
13
2
1
1
5
4
3
16
21
8
21
1
1
23
0
21
6
22
0
2
9
24
0
5
8
6
3
0
3
15
13
23
22
0
3
16
2
3
3
18
0
17
3
0
19
8
1
19
13
0
22
0
2
5
0
0
15
23
13
19
3
15
2
15
8
0
3
2
15
21
0
23
4
19
6
4
18
18
18
8
3
13
20
0
3
5
1
0
18
22
13
5
1
4
1
13
19
3
21
17
23
2
21
6
8
10
7
13
10
12
3
0
6
21
18
5
23
21
19
18
6
3
18
8
17
20
6
18
4
12
1
1
3
10
4
23
0
9
20
15
22
5
3
0
23
2
10
22
17
18
10
3
7
0
17
0
13
16
19
10
5
6
18
5
0
16
1
13
5
3
13
18
2
4
16
7
4
2
3
18
20
18
21
0
1
22
23
3
10
1
5
5
4
9
3
16
20
18
12
5
3
13
3
0
20
2
6
18
2
13
16
15
13
20
3
4
2
23
16
3
10
8
1
1
13
1
12
21
19
21
7
16
20
22
13
13
23
2
0
17
10
19
3
9
0
19
20
16
13
12
5
6
13
10
16
9
18
8
22
2
0
2
16
13
21
0
10
11
24
2
0
7
5
16
16
0
20
2
10
13
10
21
1
13
2
7
19
20
6
12
5
10
19
0
4
21
18
3
2
19
0
23
18
10
0
22
13
3
3
13
0
16
22
13
14
8
18
22
6
3
17
23
18
23
0
17
12
16
19
16
7
19
20
6
0
5
2
20
0
21
4
17
8
13
8
10
12
13
3
19
22
18
8
8
10
8
19
16
2
16
15
4
19
16
7
4
1
8
19
6
1
23
21
7
0
15
19
18
10
4
2
22
21
13
15
18
8
5
5
19
3
8
18
0
18
5
17
9
10
23
8
15
13
21
4
23
19
18
13
5
3
19
11
22
17
1
22
19
19
10
20
15
3
6
7
18
3
19
20
16
18
19
20
5
14
0
1
5
6
22
12
17
4
22
0
18
19
13
11
4
0
17
15
20
20
2
7
15
19
18
2
23
13
13
18
19
0
13
5
16
16
10
10
18
18
2
8
0
8
4
4
10
18
23
16
6
2
5
19
20
18
16
22
20
4
18
10
0
23
1
1
2
4
21
18
18
16
3
8
23
8
0
22
19
0
6
15
18
18
14
21
12
5
13
0
10
19
19
23
4
2
22
22
20
17
10
6
21
12
17
16
13
0
4
2
16
16
4
4
23
5
10
3
7
0
3
15
13
0
13
13
22
18
17
5
19
23
12
6
2
13
3
18
13
19
18
12
0
2
13
9
8
12
4
4
5
0
6
16
4
1
8
21
13
2
22
16
6
13
22
8
3
3
19
8
13
10
17
10
3
23
16
16
10
0
22
20
12
7
8
19
2
20
16
0
19
16
21
0
2
14
19
7
1
23
3
13
7
6
13
0
19
0
2
1
24
8
19
7
1
13
10
1
19
13
21
19
18
0
7
6
23
20
18
0
0
5
8
2
4
0
9
18
16
0
2
22
15
6
0
22
1
0
1
20
20
21
20
13
0
0
15
21
19
0
10
15
24
9
8
1
12
6
24
2
6
23
18
22
5
6
18
4
16
2
13
21
5
3
2
9
16
8
20
19
19
18
21
8
19
21
18
18
3
0
5
12
0
16
15
13
22
18
2
15
3
4
13
15
1
7
13
22
8
2
9
11
2
23
1
16
3
18
18
4
20
10
18
14
19
19
0
13
8
16
17
24
1
15
13
5
4
20
13
13
17
21
6
0
13
22
0
12
6
19
16
16
0
8
0
23
19
7
21
23
0
12
19
8
22
16
5
0
15
20
10
20
12
6
20
4
15
14
3
1
7
21
17
13
18
2
7
16
0
5
3
2
23
0
2
22
1
17
1
2
4
16
17
5
0
4
19
12
23
20
2
20
22
12
0
0
8
19
10
0
16
22
4
4
17
16
3
19
8
16
0
16
0
17
1
18
1
17
10
16
21
16
16
12
16
3
20
2
1
21
5
7
21
19
14
8
3
12
16
17
3
3
2
21
7
4
21
8
23
5
15
0
14
17
18
18
23
8
9
24
19
0
4
0
10
16
18
13
10
2
13
5
8
4
3
10
21
7
18
14
7
9
5
20
19
23
0
13
1
2
0
6
20
7
8
23
13
6
21
2
16
18
20
18
2
3
13
4
10
13
16
13
2
2
7
5
13
19
23
2
5
0
21
18
21
10
20
4
13
5
2
7
16
24
10
0
5
1
1
21
2
0
6
20
10
17
23
22
17
3
24
7
21
13
18
15
19
24
19
0
19
10
17
5
14
15
17
21
4
21
4
18
16
8
3
23
16
0
10
4
20
16
13
2
8
9
22
0
1
13
16
4
22
22
16
0
17
0
3
13
1
21
19
5
2
10
23
2
22
1
17
17
4
13
4
0
1
0
4
17
6
18
1
2
8
10
0
2
7
0
7
0
18
9
2
21
20
0
16
5
2
3
0
21
11
13
23
23
20
1
21
18
18
15
2
16
7
19
16
18
3
18
23
21
19
7
0
0
2
16
3
3
0
13
22
19
10
4
0
17
8
5
10
3
8
16
13
5
21
4
5
0
3
10
2
21
19
22
18
2
21
16
21
3
0
12
21
3
19
16
3
21
6
18
12
23
0
16
17
1
3
5
1
18
0
1
0
15
13
13
0
13
23
16
17
0
5
8
21
17
4
0
0
19
3
3
0
6
13
1
0
7
2
0
2
8
6
19
19
8
4
2
10
2
2
3
4
18
8
16
3
5
20
13
3
6
16
19
20
3
16
8
12
21
13
3
13
18
3
2
13
6
1
7
16
20
16
8
17
6
5
6
8
13
3
21
7
0
13
1
13
4
2
2
3
24
17
0
11
11
13
13
3
3
7
10
5
12
0
3
21
5
13
19
6
10
4
20
9
11
19
10
0
21
23
0
6
2
6
3
2
22
3
0
16
2
19
2
22
0
0
22
2
22
16
12
4
19
16
2
4
21
0
8
13
13
2
3
16
23
4
12
12
0
17
13
0
19
7
23
18
13
15
16
4
19
21
10
4
2
19
16
0
20
21
2
16
19
17
23
12
11
6
16
2
19
8
0
5
13
17
0
6
17
13
0
15
10
15
5
10
10
1
16
13
2
0
8
12
7
10
3
2
18
22
22
19
21
4
2
23
17
3
5
7
16
23
16
10
21
6
3
22
3
2
20
17
22
18
5
0
2
19
2
23
8
1
2
19
10
4
5
5
2
2
5
8
10
20
8
7
13
6
0
3
0
16
2
13
21
18
19
23
19
18
14
21
18
17
2
4
2
10
10
1
13
10
1
2
0
0
0
0
5
7
5
13
16
18
3
8
10
8
20
3
6
21
3
8
2
17
0
2
10
4
0
2
12
4
15
22
6
1
18
11
0
2
22
3
16
18
2
10
19
1
22
3
0
16
1
17
10
1
18
2
0
6
13
7
10
7
13
18
0
5
8
20
21
10
2
15
4
21
0
13
13
18
19
18
3
21
10
22
17
3
16
3
19
3
24
5
7
3
16
1
22
6
22
5
0
6
19
2
10
2
0
17
4
18
0
3
13
3
3
22
0
6
16
18
2
0
21
21
0
20
13
8
8
1
10
11
10
6
20
21
3
0
21
2
13
0
4
0
16
4
23
20
10
1
2
19
2
3
17
2
4
17
4
21
6
13
19
5
2
5
20
13
0
1
9
3
23
8
1
4
16
12
16
13
2
18
5
18
5
10
23
12
18
12
5
6
19
17
22
23
21
0
0
18
18
18
8
5
1
22
19
21
22
19
17
21
3
23
3
12
21
4
3
22
21
8
18
0
16
6
16
18
19
23
1
6
1
10
5
8
19
22
6
10
10
7
2
0
6
4
19
17
2
3
5
13
6
15
1
17
1
3
22
0
4
22
8
18
18
18
0
2
3
3
0
8
10
3
16
4
20
19
19
22
19
21
17
10
19
22
23
6
0
20
2
7
19
2
5
21
19
17
2
2
17
16
2
0
12
18
4
22
3
6
0
21
18
5
3
0
1
13
17
21
6
17
1
20
21
8
2
4
18
17
21
3
16
0
21
13
13
6
2
0
15
23
22
0
0
18
16
7
13
1
4
6
8
12
17
0
18
0
23
20
21
4
1
21
3
24
8
2
6
4
21
3
18
10
7
6
2
1
16
16
18
14
4
9
5
4
5
19
6
6
0
13
13
3
22
5
1
8
18
4
17
8
22
0
7
16
6
16
18
22
7
13
0
2
3
21
2
8
3
4
18
5
10
17
3
21
6
16
6
17
3
4
16
23
8
8
11
5
21
21
3
18
18
16
21
20
13
17
3
3
19
8
2
20
7
2
16
22
2
4
24
14
0
1
0
22
4
20
23
15
2
12
8
10
17
2
0
20
2
16
23
3
1
11
13
5
17
4
16
6
18
20
8
13
22
7
19
18
20
19
20
2
16
2
0
12
17
19
3
13
16
1
4
6
13
7
21
18
3
6
22
19
0
0
13
20
10
19
23
13
19
17
13
16
7
0
0
10
14
0
2
0
21
2
0
16
3
0
18
4
7
7
15
13
2
15
23
0
1
13
16
0
6
0
13
18
0
3
17
10
1
2
12
16
19
18
18
17
2
10
6
1
18
12
15
10
13
9
0
6
19
22
17
18
13
2
6
13
23
5
8
18
22
21
7
2
20
18
0
5
0
0
16
2
19
8
9
13
0
4
6
2
14
17
