Correlation
0.5010216698995126
0.30595153374082734
0.28234636623844145
0.27235365781013
0.2602905660814299
0.17797518042524466
0.16168825050172053
0.1488928712750354
0.13255484357292419
0.1293573738469372
0.10586917329439385
0.07572629426566735
0.06006668431883077
0.03119245889506536
